profile_id,tender_id,עובר_אזור,עובר_זכאות,עובר_חסר_דיור,score_סופי
P002,m28,0.0,1.0,1.0,0.0
P002,m29,1.0,1.0,1.0,1.0
P002,m30,1.0,1.0,1.0,1.0
P002,m31,1.0,1.0,1.0,1.0
P002,m32,0.0,0.0,1.0,0.0
P002,m33,1.0,0.0,1.0,0.0
P002,m34,1.0,0.0,1.0,0.0
P002,m35,1.0,0.0,1.0,0.0
P002,m36,0.0,0.0,1.0,0.0
P002,m37,0.0,0.0,1.0,0.0
P002,m38,0.0,0.0,1.0,0.0
P002,m39,0.0,0.0,1.0,0.0
P002,m40,0.0,0.0,1.0,0.0
P002,m41,0.0,0.0,1.0,0.0
P002,m42,0.0,0.0,1.0,0.0
P002,m43,0.0,0.0,1.0,0.0
P002,m44,0.0,0.0,1.0,0.0
P002,m45,0.0,0.0,1.0,0.0
P002,m46,0.0,0.0,1.0,0.0
P002,m47,1.0,0.0,1.0,0.0
P002,m48,1.0,1.0,1.0,1.0
P002,m49,0.0,1.0,1.0,0.0
P002,m50,0.0,1.0,1.0,0.0
P002,m51,1.0,1.0,1.0,1.0
P002,m52,0.0,1.0,1.0,0.0
P002,m53,0.0,1.0,1.0,0.0
P002,m54,1.0,1.0,1.0,1.0
P002,m55,0.0,1.0,1.0,0.0
P002,m56,0.0,0.0,1.0,0.0
P002,m57,0.0,1.0,1.0,0.0
P002,m58,0.0,0.0,1.0,0.0
P002,m59,0.0,0.0,1.0,0.0
P002,m60,0.0,1.0,1.0,0.0
P002,m61,1.0,1.0,1.0,1.0
P002,m62,1.0,0.0,1.0,0.0
P002,m63,0.0,1.0,1.0,0.0
P002,m64,0.0,1.0,1.0,0.0
P002,m65,0.0,1.0,1.0,0.0
P002,m66,0.0,1.0,1.0,0.0
P002,m67,0.0,1.0,1.0,0.0
P002,m68,0.0,1.0,1.0,0.0
P002,m69,1.0,1.0,1.0,1.0
P002,m70,0.0,1.0,1.0,0.0
P003,m1,0.0,1.0,1.0,0.0
P003,m2,0.0,1.0,1.0,0.0
P003,m3,0.0,0.0,1.0,0.0
P003,m4,0.0,1.0,1.0,0.0
P003,m5,0.0,1.0,1.0,0.0
P003,m6,0.0,1.0,1.0,0.0
P003,m7,0.0,1.0,1.0,0.0
P003,m8,0.0,1.0,1.0,0.0
P003,m9,0.0,1.0,1.0,0.0
P003,m10,0.0,1.0,1.0,0.0
P003,m11,0.0,1.0,1.0,0.0
P003,m12,0.0,1.0,1.0,0.0
P003,m13,0.0,1.0,1.0,0.0
P003,m14,0.0,1.0,1.0,0.0
P003,m15,0.0,1.0,1.0,0.0
P003,m16,0.0,1.0,1.0,0.0
P003,m17,0.0,1.0,1.0,0.0
P003,m18,0.0,1.0,1.0,0.0
P003,m19,0.0,1.0,1.0,0.0
P003,m20,0.0,1.0,1.0,0.0
P003,m21,0.0,0.0,1.0,0.0
P003,m22,0.0,1.0,1.0,0.0
P003,m23,0.0,0.0,1.0,0.0
P003,m24,0.0,0.0,1.0,0.0
P003,m25,0.0,0.0,1.0,0.0
P003,m26,0.0,0.0,1.0,0.0
P003,m27,0.0,0.0,1.0,0.0
P003,m28,0.0,1.0,1.0,0.0
P003,m29,0.0,1.0,1.0,0.0
P003,m30,0.0,1.0,1.0,0.0
P003,m31,0.0,1.0,1.0,0.0
P003,m32,0.0,0.0,1.0,0.0
P003,m33,0.0,0.0,1.0,0.0
P003,m34,0.0,0.0,1.0,0.0
P003,m35,0.0,0.0,1.0,0.0
P003,m36,0.0,0.0,1.0,0.0
P003,m37,0.0,0.0,1.0,0.0
P003,m38,0.0,0.0,1.0,0.0
P003,m39,0.0,0.0,1.0,0.0
P003,m40,0.0,0.0,1.0,0.0
P003,m41,0.0,0.0,1.0,0.0
P003,m42,0.0,0.0,1.0,0.0
P003,m43,0.0,0.0,1.0,0.0
P003,m44,0.0,0.0,1.0,0.0
P003,m45,0.0,0.0,1.0,0.0
P003,m46,0.0,0.0,1.0,0.0
P003,m47,0.0,0.0,1.0,0.0
P003,m48,0.0,1.0,1.0,0.0
P003,m49,0.0,1.0,1.0,0.0
P003,m50,0.0,1.0,1.0,0.0
P003,m51,0.0,1.0,1.0,0.0
P003,m52,0.0,1.0,1.0,0.0
P003,m53,0.0,1.0,1.0,0.0
P003,m54,0.0,1.0,1.0,0.0
P003,m55,0.0,1.0,1.0,0.0
P003,m56,0.0,0.0,1.0,0.0
P003,m57,0.0,1.0,1.0,0.0
P003,m58,0.0,0.0,1.0,0.0
P003,m59,0.0,0.0,1.0,0.0
P003,m60,0.0,1.0,1.0,0.0
P003,m61,0.0,1.0,1.0,0.0
P003,m62,0.0,0.0,1.0,0.0
P003,m63,0.0,1.0,1.0,0.0
P003,m64,0.0,1.0,1.0,0.0
P003,m65,0.0,1.0,1.0,0.0
P003,m66,0.0,1.0,1.0,0.0
P003,m67,0.0,1.0,1.0,0.0
P003,m68,0.0,1.0,1.0,0.0
P003,m69,0.0,1.0,1.0,0.0
P003,m70,0.0,1.0,1.0,0.0
P004,m1,1.0,1.0,1.0,1.0
P004,m2,1.0,1.0,1.0,1.0
P004,m3,1.0,0.0,1.0,0.0
P004,m4,1.0,1.0,1.0,1.0
P004,m5,1.0,1.0,1.0,1.0
P004,m6,1.0,1.0,1.0,1.0
P004,m7,1.0,1.0,1.0,1.0
P004,m8,1.0,1.0,1.0,1.0
P004,m9,1.0,1.0,1.0,1.0
P004,m10,1.0,1.0,1.0,1.0
P004,m11,0.0,1.0,1.0,0.0
P004,m12,0.0,1.0,1.0,0.0
P004,m13,0.0,1.0,1.0,0.0
P004,m14,0.0,1.0,1.0,0.0
P004,m15,0.0,1.0,1.0,0.0
P004,m16,0.0,1.0,1.0,0.0
P004,m17,0.0,1.0,1.0,0.0
P004,m18,0.0,1.0,1.0,0.0
P004,m19,0.0,1.0,1.0,0.0
P004,m20,0.0,1.0,1.0,0.0
P004,m21,0.0,0.0,1.0,0.0
P004,m22,0.0,1.0,1.0,0.0
P004,m23,0.0,0.0,1.0,0.0
P004,m24,0.0,0.0,1.0,0.0
P004,m25,0.0,0.0,1.0,0.0
P004,m26,0.0,0.0,1.0,0.0
P004,m27,0.0,0.0,1.0,0.0
P004,m28,0.0,1.0,1.0,0.0
P004,m29,0.0,1.0,1.0,0.0
P004,m30,0.0,1.0,1.0,0.0
P004,m31,0.0,1.0,1.0,0.0
P004,m32,0.0,0.0,1.0,0.0
P004,m33,0.0,0.0,1.0,0.0
P004,m34,0.0,0.0,1.0,0.0
P004,m35,0.0,0.0,1.0,0.0
P004,m36,0.0,0.0,1.0,0.0
P004,m37,0.0,0.0,1.0,0.0
P004,m38,0.0,0.0,1.0,0.0
P004,m39,0.0,0.0,1.0,0.0
P004,m40,0.0,0.0,1.0,0.0
P004,m41,0.0,0.0,1.0,0.0
P004,m42,0.0,0.0,1.0,0.0
P004,m43,0.0,0.0,1.0,0.0
P004,m44,0.0,0.0,1.0,0.0
P004,m45,0.0,0.0,1.0,0.0
P004,m46,0.0,0.0,1.0,0.0
P004,m47,0.0,0.0,1.0,0.0
P004,m48,0.0,1.0,1.0,0.0
P004,m49,0.0,1.0,1.0,0.0
P004,m50,0.0,1.0,1.0,0.0
P004,m51,0.0,1.0,1.0,0.0
P004,m52,0.0,1.0,1.0,0.0
P004,m53,0.0,1.0,1.0,0.0
P004,m54,0.0,1.0,1.0,0.0
P004,m55,0.0,1.0,1.0,0.0
P004,m56,0.0,0.0,1.0,0.0
P004,m57,0.0,1.0,1.0,0.0
P004,m58,0.0,0.0,1.0,0.0
P004,m59,1.0,0.0,1.0,0.0
P004,m60,1.0,1.0,1.0,1.0
P004,m61,0.0,1.0,1.0,0.0
P004,m62,0.0,0.0,1.0,0.0
P004,m63,0.0,1.0,1.0,0.0
P004,m64,0.0,1.0,1.0,0.0
P004,m65,0.0,1.0,1.0,0.0
P004,m66,0.0,1.0,1.0,0.0
P004,m67,0.0,1.0,1.0,0.0
P004,m68,0.0,1.0,1.0,0.0
P004,m69,0.0,1.0,1.0,0.0
P004,m70,0.0,1.0,1.0,0.0
P005,m1,0.0,0.0,0.0,0.0
P005,m2,0.0,1.0,0.0,0.0
P005,m3,0.0,0.0,0.0,0.0
P005,m4,0.0,1.0,0.0,0.0
P005,m5,0.0,0.0,0.0,0.0
P005,m6,0.0,1.0,0.0,0.0
P005,m7,0.0,0.0,0.0,0.0
P005,m8,0.0,0.0,0.0,0.0
P005,m9,0.0,1.0,0.0,0.0
P005,m10,0.0,1.0,0.0,0.0
P005,m11,0.0,1.0,0.0,0.0
P005,m12,0.0,1.0,0.0,0.0
P005,m13,0.0,1.0,0.0,0.0
P005,m14,0.0,0.0,0.0,0.0
P005,m15,0.0,0.0,0.0,0.0
P005,m16,0.0,1.0,0.0,0.0
P005,m17,0.0,0.0,0.0,0.0
P005,m18,0.0,1.0,0.0,0.0
P005,m19,0.0,0.0,0.0,0.0
P005,m20,0.0,0.0,0.0,0.0
P005,m21,1.0,0.0,0.0,0.0
P005,m22,1.0,0.0,0.0,0.0
P005,m23,1.0,0.0,0.0,0.0
P005,m24,1.0,0.0,0.0,0.0
P005,m25,1.0,0.0,0.0,0.0
P005,m26,1.0,0.0,0.0,0.0
P005,m27,1.0,0.0,0.0,0.0
P005,m28,0.0,0.0,0.0,0.0
P005,m29,1.0,0.0,0.0,0.0
P005,m30,1.0,0.0,0.0,0.0
P005,m31,1.0,0.0,0.0,0.0
P005,m32,0.0,0.0,0.0,0.0
P005,m33,1.0,0.0,0.0,0.0
P005,m34,1.0,0.0,0.0,0.0
P005,m35,1.0,0.0,0.0,0.0
P005,m36,0.0,0.0,0.0,0.0
P005,m37,0.0,0.0,0.0,0.0
P005,m38,0.0,0.0,0.0,0.0
P005,m39,0.0,0.0,0.0,0.0
P005,m40,0.0,0.0,0.0,0.0
P005,m41,0.0,0.0,0.0,0.0
P005,m42,0.0,0.0,0.0,0.0
P005,m43,0.0,0.0,0.0,0.0
P005,m44,0.0,0.0,0.0,0.0
P005,m45,0.0,0.0,0.0,0.0
P005,m46,0.0,0.0,0.0,0.0
P005,m47,1.0,0.0,0.0,0.0
P005,m48,1.0,0.0,0.0,0.0
P005,m49,0.0,0.0,0.0,0.0
P005,m50,0.0,0.0,0.0,0.0
P005,m51,1.0,0.0,0.0,0.0
P005,m52,0.0,0.0,0.0,0.0
P005,m53,0.0,0.0,0.0,0.0
P005,m54,1.0,0.0,0.0,0.0
P005,m55,0.0,0.0,0.0,0.0
P005,m56,0.0,0.0,0.0,0.0
P005,m57,0.0,0.0,0.0,0.0
P005,m58,0.0,0.0,1.0,0.0
P005,m59,0.0,0.0,0.0,0.0
P005,m60,0.0,0.0,0.0,0.0
P005,m61,1.0,0.0,0.0,0.0
P005,m62,1.0,0.0,0.0,0.0
P005,m63,0.0,0.0,1.0,0.0
P005,m64,0.0,0.0,1.0,0.0
P005,m65,0.0,0.0,1.0,0.0
P005,m66,0.0,0.0,1.0,0.0
P005,m67,0.0,0.0,1.0,0.0
P005,m68,0.0,0.0,0.0,0.0
P005,m69,1.0,0.0,0.0,0.0
P005,m70,0.0,0.0,0.0,0.0
P006,m1,0.0,1.0,0.0,0.0
P006,m2,0.0,1.0,0.0,0.0
P006,m3,0.0,0.0,0.0,0.0
P006,m4,0.0,1.0,0.0,0.0
P006,m5,0.0,1.0,0.0,0.0
P006,m6,0.0,1.0,0.0,0.0
P006,m7,0.0,1.0,0.0,0.0
P006,m8,0.0,1.0,0.0,0.0
P006,m9,0.0,1.0,0.0,0.0
P006,m10,0.0,1.0,0.0,0.0
P006,m11,1.0,1.0,0.0,0.0
P006,m12,1.0,1.0,0.0,0.0
P006,m13,1.0,1.0,0.0,0.0
P006,m14,1.0,1.0,0.0,0.0
P006,m15,1.0,1.0,0.0,0.0
P006,m16,1.0,1.0,0.0,0.0
P006,m17,1.0,1.0,0.0,0.0
P006,m18,1.0,1.0,0.0,0.0
P006,m19,1.0,1.0,0.0,0.0
P006,m20,1.0,1.0,0.0,0.0
P006,m21,0.0,0.0,0.0,0.0
P006,m22,0.0,1.0,0.0,0.0
P006,m23,0.0,0.0,0.0,0.0
P006,m24,0.0,0.0,0.0,0.0
P006,m25,0.0,0.0,0.0,0.0
P006,m26,0.0,0.0,0.0,0.0
P006,m27,0.0,0.0,0.0,0.0
P006,m28,1.0,1.0,0.0,0.0
P006,m29,0.0,1.0,0.0,0.0
P006,m30,0.0,1.0,0.0,0.0
P006,m31,0.0,1.0,0.0,0.0
P006,m32,1.0,0.0,0.0,0.0
P006,m33,0.0,0.0,0.0,0.0
P006,m34,0.0,0.0,0.0,0.0
P006,m35,0.0,0.0,0.0,0.0
P006,m36,1.0,0.0,0.0,0.0
P006,m37,1.0,0.0,0.0,0.0
P006,m38,1.0,0.0,0.0,0.0
P006,m39,1.0,0.0,0.0,0.0
P006,m40,1.0,0.0,0.0,0.0
P006,m41,1.0,0.0,0.0,0.0
P006,m42,1.0,0.0,0.0,0.0
P006,m43,1.0,0.0,0.0,0.0
P006,m44,1.0,0.0,0.0,0.0
P006,m45,1.0,0.0,0.0,0.0
P006,m46,1.0,0.0,0.0,0.0
P006,m47,0.0,0.0,0.0,0.0
P006,m48,0.0,1.0,0.0,0.0
P006,m49,1.0,1.0,0.0,0.0
P006,m50,1.0,1.0,0.0,0.0
P006,m51,0.0,1.0,0.0,0.0
P006,m52,1.0,1.0,0.0,0.0
P006,m53,1.0,1.0,0.0,0.0
P006,m54,0.0,1.0,0.0,0.0
P006,m55,1.0,1.0,0.0,0.0
P006,m56,0.0,0.0,0.0,0.0
P006,m57,1.0,1.0,0.0,0.0
P006,m58,1.0,0.0,1.0,0.0
P006,m59,0.0,0.0,0.0,0.0
P006,m60,0.0,1.0,0.0,0.0
P006,m61,0.0,1.0,0.0,0.0
P006,m62,0.0,0.0,0.0,0.0
P006,m63,1.0,1.0,1.0,1.0
P006,m64,1.0,1.0,1.0,1.0
P006,m65,1.0,1.0,1.0,1.0
P006,m66,1.0,1.0,1.0,1.0
P006,m67,1.0,1.0,1.0,1.0
P006,m68,1.0,1.0,0.0,0.0
P006,m69,0.0,1.0,0.0,0.0
P006,m70,0.0,1.0,0.0,0.0
P007,m1,0.0,1.0,0.0,0.0
P007,m2,0.0,1.0,0.0,0.0
P007,m3,0.0,0.0,0.0,0.0
P007,m4,0.0,1.0,0.0,0.0
P007,m5,0.0,1.0,0.0,0.0
P007,m6,0.0,1.0,0.0,0.0
P007,m7,0.0,1.0,0.0,0.0
P007,m8,0.0,1.0,0.0,0.0
P007,m9,0.0,1.0,0.0,0.0
P007,m10,0.0,1.0,0.0,0.0
P007,m11,0.0,1.0,0.0,0.0
P007,m12,0.0,1.0,0.0,0.0
P007,m13,0.0,1.0,0.0,0.0
P007,m14,0.0,1.0,0.0,0.0
P007,m15,0.0,1.0,0.0,0.0
P007,m16,0.0,1.0,0.0,0.0
P007,m17,0.0,1.0,0.0,0.0
P007,m18,0.0,1.0,0.0,0.0
P007,m19,0.0,1.0,0.0,0.0
P007,m20,0.0,1.0,0.0,0.0
P007,m21,0.0,0.0,0.0,0.0
P007,m22,0.0,1.0,0.0,0.0
P007,m23,0.0,0.0,0.0,0.0
P007,m24,0.0,0.0,0.0,0.0
P007,m25,0.0,0.0,0.0,0.0
P007,m26,0.0,0.0,0.0,0.0
P007,m27,0.0,0.0,0.0,0.0
P007,m28,0.0,1.0,0.0,0.0
P007,m29,0.0,1.0,0.0,0.0
P007,m30,0.0,1.0,0.0,0.0
P007,m31,0.0,1.0,0.0,0.0
P007,m32,0.0,0.0,0.0,0.0
P007,m33,0.0,0.0,0.0,0.0
P007,m34,0.0,0.0,0.0,0.0
P007,m35,0.0,0.0,0.0,0.0
P007,m36,0.0,0.0,0.0,0.0
P007,m37,0.0,0.0,0.0,0.0
P007,m38,0.0,0.0,0.0,0.0
P007,m39,0.0,0.0,0.0,0.0
P007,m40,0.0,0.0,0.0,0.0
P007,m41,0.0,0.0,0.0,0.0
P007,m42,0.0,0.0,0.0,0.0
P007,m43,0.0,0.0,0.0,0.0
P007,m44,0.0,0.0,0.0,0.0
P007,m45,0.0,0.0,0.0,0.0
P007,m46,0.0,0.0,0.0,0.0
P007,m47,0.0,0.0,0.0,0.0
P007,m48,0.0,1.0,0.0,0.0
P007,m49,0.0,1.0,0.0,0.0
P007,m50,0.0,1.0,0.0,0.0
P007,m51,0.0,1.0,0.0,0.0
P007,m52,0.0,1.0,0.0,0.0
P007,m53,0.0,1.0,0.0,0.0
P007,m54,0.0,1.0,0.0,0.0
P007,m55,0.0,1.0,0.0,0.0
P007,m56,0.0,0.0,0.0,0.0
P007,m57,0.0,1.0,0.0,0.0
P007,m58,0.0,0.0,1.0,0.0
P007,m59,0.0,0.0,0.0,0.0
P007,m60,0.0,1.0,0.0,0.0
P007,m61,0.0,1.0,0.0,0.0
P007,m62,0.0,0.0,0.0,0.0
P007,m63,0.0,1.0,1.0,0.0
P007,m64,0.0,1.0,1.0,0.0
P007,m65,0.0,1.0,1.0,0.0
P007,m66,0.0,1.0,1.0,0.0
P007,m67,0.0,1.0,1.0,0.0
P007,m68,0.0,1.0,0.0,0.0
P007,m69,0.0,1.0,0.0,0.0
P007,m70,0.0,1.0,0.0,0.0
P008,m1,1.0,1.0,0.0,0.0
P008,m2,1.0,1.0,0.0,0.0
P008,m3,1.0,0.0,0.0,0.0
P008,m4,1.0,1.0,0.0,0.0
P008,m5,1.0,1.0,0.0,0.0
P008,m6,1.0,1.0,0.0,0.0
P008,m7,1.0,1.0,0.0,0.0
P008,m8,1.0,1.0,0.0,0.0
P008,m9,1.0,1.0,0.0,0.0
P008,m10,1.0,1.0,0.0,0.0
P008,m11,0.0,1.0,0.0,0.0
P008,m12,0.0,1.0,0.0,0.0
P008,m13,0.0,1.0,0.0,0.0
P008,m14,0.0,1.0,0.0,0.0
P008,m15,0.0,1.0,0.0,0.0
P008,m16,0.0,1.0,0.0,0.0
P008,m17,0.0,1.0,0.0,0.0
P008,m18,0.0,1.0,0.0,0.0
P008,m19,0.0,1.0,0.0,0.0
P008,m20,0.0,1.0,0.0,0.0
P008,m21,0.0,0.0,0.0,0.0
P008,m22,0.0,1.0,0.0,0.0
P008,m23,0.0,0.0,0.0,0.0
P008,m24,0.0,0.0,0.0,0.0
P008,m25,0.0,0.0,0.0,0.0
P008,m26,0.0,0.0,0.0,0.0
P008,m27,0.0,0.0,0.0,0.0
P008,m28,0.0,1.0,0.0,0.0
P008,m29,0.0,1.0,0.0,0.0
P008,m30,0.0,1.0,0.0,0.0
P008,m31,0.0,1.0,0.0,0.0
P008,m32,0.0,0.0,0.0,0.0
P008,m33,0.0,0.0,0.0,0.0
P008,m34,0.0,0.0,0.0,0.0
P008,m35,0.0,0.0,0.0,0.0
P008,m36,0.0,0.0,0.0,0.0
P008,m37,0.0,0.0,0.0,0.0
P008,m38,0.0,0.0,0.0,0.0
P008,m39,0.0,0.0,0.0,0.0
P008,m40,0.0,0.0,0.0,0.0
P008,m41,0.0,0.0,0.0,0.0
P008,m42,0.0,0.0,0.0,0.0
P008,m43,0.0,0.0,0.0,0.0
P008,m44,0.0,0.0,0.0,0.0
P008,m45,0.0,0.0,0.0,0.0
P008,m46,0.0,0.0,0.0,0.0
P008,m47,0.0,0.0,0.0,0.0
P008,m48,0.0,1.0,0.0,0.0
P008,m49,0.0,1.0,0.0,0.0
P008,m50,0.0,1.0,0.0,0.0
P008,m51,0.0,1.0,0.0,0.0
P008,m52,0.0,1.0,0.0,0.0
P008,m53,0.0,1.0,0.0,0.0
P008,m54,0.0,1.0,0.0,0.0
P008,m55,0.0,1.0,0.0,0.0
P008,m56,0.0,0.0,0.0,0.0
P008,m57,0.0,1.0,0.0,0.0
P008,m58,0.0,0.0,1.0,0.0
P008,m59,1.0,0.0,0.0,0.0
P008,m60,1.0,1.0,0.0,0.0
P008,m61,0.0,1.0,0.0,0.0
P008,m62,0.0,0.0,0.0,0.0
P008,m63,0.0,1.0,1.0,0.0
P008,m64,0.0,1.0,1.0,0.0
P008,m65,0.0,1.0,1.0,0.0
P008,m66,0.0,1.0,1.0,0.0
P008,m67,0.0,1.0,1.0,0.0
P008,m68,0.0,1.0,0.0,0.0
P008,m69,0.0,1.0,0.0,0.0
P008,m70,0.0,1.0,0.0,0.0
P009,m1,0.0,1.0,0.0,0.0
P009,m2,0.0,1.0,0.0,0.0
P009,m3,0.0,1.0,0.0,0.0
P009,m4,0.0,1.0,0.0,0.0
P009,m5,0.0,1.0,0.0,0.0
P009,m6,0.0,1.0,0.0,0.0
P009,m7,0.0,1.0,0.0,0.0
P009,m8,0.0,1.0,0.0,0.0
P009,m9,0.0,1.0,0.0,0.0
P009,m10,0.0,1.0,0.0,0.0
P009,m11,0.0,1.0,0.0,0.0
P009,m12,0.0,1.0,0.0,0.0
P009,m13,0.0,1.0,0.0,0.0
P009,m14,0.0,0.0,0.0,0.0
P009,m15,0.0,0.0,0.0,0.0
P009,m16,0.0,1.0,0.0,0.0
P009,m17,0.0,0.0,0.0,0.0
P009,m18,0.0,1.0,0.0,0.0
P009,m19,0.0,0.0,0.0,0.0
P009,m20,0.0,0.0,0.0,0.0
P009,m21,1.0,1.0,0.0,0.0
P009,m22,1.0,0.0,0.0,0.0
P009,m23,1.0,1.0,0.0,0.0
P009,m24,1.0,1.0,0.0,0.0
P009,m25,1.0,1.0,0.0,0.0
P009,m26,1.0,1.0,0.0,0.0
P009,m27,1.0,1.0,0.0,0.0
P009,m28,0.0,0.0,0.0,0.0
P009,m29,1.0,0.0,0.0,0.0
P009,m30,1.0,0.0,0.0,0.0
P009,m31,1.0,0.0,0.0,0.0
P009,m32,0.0,1.0,0.0,0.0
P009,m33,1.0,1.0,0.0,0.0
P009,m34,1.0,1.0,0.0,0.0
P009,m35,1.0,1.0,0.0,0.0
P009,m36,0.0,1.0,0.0,0.0
P009,m37,0.0,1.0,0.0,0.0
P009,m38,0.0,1.0,0.0,0.0
P009,m39,0.0,1.0,0.0,0.0
P009,m40,0.0,1.0,0.0,0.0
P009,m41,0.0,1.0,0.0,0.0
P009,m42,0.0,1.0,0.0,0.0
P009,m43,0.0,1.0,0.0,0.0
P009,m44,0.0,1.0,0.0,0.0
P009,m45,0.0,1.0,0.0,0.0
P009,m46,0.0,1.0,0.0,0.0
P009,m47,1.0,1.0,0.0,0.0
P009,m48,1.0,0.0,0.0,0.0
P009,m49,0.0,0.0,0.0,0.0
P009,m50,0.0,0.0,0.0,0.0
P009,m51,1.0,0.0,0.0,0.0
P009,m52,0.0,0.0,0.0,0.0
P009,m53,0.0,0.0,0.0,0.0
P009,m54,1.0,0.0,0.0,0.0
P009,m55,0.0,0.0,0.0,0.0
P009,m56,0.0,1.0,0.0,0.0
P009,m57,0.0,1.0,0.0,0.0
P009,m58,0.0,0.0,1.0,0.0
P009,m59,0.0,1.0,0.0,0.0
P009,m60,0.0,0.0,0.0,0.0
P009,m61,1.0,0.0,0.0,0.0
P009,m62,1.0,1.0,0.0,0.0
P009,m63,0.0,1.0,1.0,0.0
P009,m64,0.0,1.0,1.0,0.0
P009,m65,0.0,1.0,1.0,0.0
P009,m66,0.0,1.0,1.0,0.0
P009,m67,0.0,1.0,1.0,0.0
P009,m68,0.0,0.0,0.0,0.0
P009,m69,1.0,0.0,0.0,0.0
P009,m70,0.0,0.0,0.0,0.0
P010,m1,0.0,1.0,1.0,0.0
P010,m2,0.0,1.0,1.0,0.0
